nome,modelo,serie,patrimonio,status,setor,filial,obs
ECF,BEMATECH MP 4000 TH FI,BE091410100011252676,90345,FALSE,CAIXA,20,ECF7
ECF,BEMATECH MP 4000 TH FI,BE091410100011252695,90346,FALSE,CAIXA,20,ECF8
ECF,BEMATECH MP 4000 TH FI,BE091410100011248858,90347,FALSE,CAIXA,20,ECF9
ECF,BEMATECH MP 4000 TH FI,BE091510100011252701,90348,FALSE,CAIXA,20,ECF10
ECF,BEMATECH MP 4000 TH FI,BE091510100011252750,90349,FALSE,CAIXA,20,ECF11
ECF,BEMATECH MP 4000 TH FI,BE091510100011252700,90350,FALSE,CAIXA,20,ECF12
ECF,BEMATECH MP 4000 TH FI,BE091410100011248805,90351,FALSE,CAIXA,20,ECF13
ECF,BEMATECH MP 4000 TH FI,BE091410100011248843,90352,FALSE,CAIXA,20,ECF14
ECF,BEMATECH MP 4000 TH FI,BE091510100011252749,90353,FALSE,CAIXA,20,ECF15
ECF,BEMATECH MP 4000 TH FI,BE091510100011252694,90354,FALSE,CAIXA,20,ECF16
ECF,BEMATECH MP 4000 TH FI,BE091510100011252683,90355,FALSE,CAIXA,20,ECF17
ECF,BEMATECH MP 4000 TH FI,BE091510100011252747,90356,FALSE,CAIXA,20,ECF18
ECF,BEMATECH MP 4000 TH FI,BE091510100011289907,90360,FALSE,CAIXA,20,ECF19
ECF,BEMATECH MP 4000 TH FI,BE091510100011289474,90362,FALSE,CAIXA,20,ECF20
ECF,BEMATECH MP 4000 TH FI,BE091510100011289904,90361,FALSE,CAIXA,20,ECF21
ECF,BEMATECH MP 4000 TH FI,BE091510100011289899,90357,TRUE,CPD,20,ECF22
BUSCA PRECO,GERTEC TC 506,040911150102830-1,140120,FALSE,SALAO,20,
BUSCA PRECO,GERTEC TC 506,41401132001334,140113,FALSE,SALAO,20,
BUSCA PRECO,GERTEC TC 506,41402182007057,140065,FALSE,SALAO,20,
BUSCA PRECO,GERTEC TC 506,41409232033912,140102,FALSE,SALAO,20,
BUSCA PRECO,GERTEC TC 506,040911150102838-5,140122,FALSE,SALAO,20,
BUSCA PRECO,GERTEC TC 506,41409232033915,140094,FALSE,SALAO,20,
BUSCA PRECO,GERTEC TC 506,41401132001331,140095,FALSE,SALAO,20,
BUSCA PRECO,GERTEC TC 506,040911150948666-7,140163,FALSE,SALAO,20,
BUSCA PRECO,GERTEC TC 506,41402182007039,140064,FALSE,PERECIVEIS,20,
BUSCA PRECO,GERTEC TC 506,41401132001333,140061,FALSE,HORTIFRUTI,20,
BUSCA PRECO,GERTEC TC 506,41402182007038,140063,FALSE,PERECIVEIS,20,
BUSCA PRECO,GERTEC TC 506,41409232033911,140101,FALSE,PERECIVEIS,20,
PC,DELL OPTIPLEX 3040,539FMD2,11155,FALSE,TESOURARIA,19,
PC,DELL OPTIPLEX 3040,GD26MD2,11156,FALSE,TESOURARIA,19,
PC,DELL OPTIPLEX 3040,53BFMD2,11144,FALSE,RECEPCAO,19,
MONITOR,DELL E1912HC,BR0HDK1P0759135S0S2M,30584,FALSE,RECEPCAO,19,
PC,DELL OPTIPLEX 3040,53BDMD2,11151,FALSE,CALLCENTER,19,
PC,DELL OPTIPLEX 3040,53C6MD2,11153,FALSE,CALLCENTER,19,
IMPRESSORA CARTAO,ZEBRA ZXP SERIE 3,Z3J162000146,,FALSE,RECEPCAO,19,
PC,DELL OPTIPLEX 3040,53D5MD2,11143,FALSE,PRECIFICACAO,19,
PC,DELL OPTIPLEX 3040,53L7MD2,11150,FALSE,SEGURANCA,19,
MONITOR,DELL E1914HC,BROFCFPK0759139UB6JM,30723,FALSE,SEGURANCA,19,
BUSCA PRECO,GERTEC TC 506,2100424601,140112,FALSE,SALAO,2,
BUSCA PRECO,GERTEC TC 506,41409232033907,140097,FALSE,SALAO,2,
BUSCA PRECO,GERTEC TC 506,2070311325,140042,FALSE,SALAO,2,
BUSCA PRECO,GERTEC TC 506,40419232033917,140055,FALSE,SALAO,2,
BUSCA PRECO,GERTEC TC 506,41409232033904,140054,FALSE,SALAO,2,
PC,DELL OPTIPLEX 3020,56H3NZ1,10990,FALSE,RM,14,CPU (VAZ-RMFISC01)
PC,DELL OPTIPLEX 3020,C3H3NZ1,10988,FALSE,SOE,14,CPU (VAZ-TROC01)
MONITOR,DELL E1914HC,BROFCFPK-07591-441-1RTM,30803,FALSE,SOE,14,CPU(VAZ-TROC01)
MONITOR,DELL E1914HC,BR-OFCPK-07591-442-2BAM,30791,FALSE,FRENTE DE CAIXA,14,CPU (VAZ-PREC)
MONITOR,DELL E1914HC,BR-OFCFPK-07591-43V-ORDM,30792,FALSE,RECEPCAO,14,CPU (VAZ-RECEP01)
MONITOR,DELL E1914HC,BR-OFCFPK-07591-441-1A1M,30793,FALSE,RECEPCAO,14,CPU (VAZ-RECEP02)
MONITOR,DELL E1914HC,BR-OFCFPK-07591-43V-OQSM,30802,FALSE,SND,14,CPU (VAZ-SND)
MONITOR,DELL E1914HC,BR-OFCPK-07591-442-2BAM,30791,FALSE,FRENTE DE CAIXA,14,CPU(VAZ-FC02)
MONITOR,DELL E1914HC,BR-OFCFPK-07951-441-1RMM,30800,FALSE,GERENCIA,14,CPU (VAZ-GERENC)
MONITOR,DELL E1914HC,??????????????,,FALSE,SEGURANCA,14,MONITOR SEGURANCA
MONITOR,DELL E1914HC,BR-OFCFPK-07591-43V-DQNM,30809,FALSE,TESOURARIA,14,MONITOR (VAZ-TESOU01)
MONITOR,DELL E1914HC,BR-OFCFPK-07591-441-1RNM,30810,FALSE,TESOURARIA,14,MONITOR (VAZ-TESOU02)
PC,BEMATECH RC 8400,"1,02083001000031E+017",11203,FALSE,CAIXA,10,CPU (TITO-CX19)
PC,BEMATECH RC 8400,"1,02083001000031E+017",,FALSE,CAIXA,10,CPU (TITO-CX01)
PC,BEMATECH RC 8300,"1,02083001000031E+017",11888,FALSE,CAIXA,10,CPU (TITO-CX02)
PC,BEMATECH RC 8400,"1,02083001000031E+017",11889,FALSE,CAIXA,10,CPU (TITO-CX03)
PC,BEMATECH RC 8400,"1,02083001000031E+017",11190,FALSE,CAIXA,10,CPU (TITO-CX04)
PC,BEMATECH RC 8400,"1,02083001000031E+017",,FALSE,CAIXA,10,CPU (TITO-CX05)
PC,BEMATECH RC 8400,"1,02083001000031E+017",,FALSE,CAIXA,10,CPU (TITO-CX06)
PC,BEMATECH RC 8400,"1,02083001000031E+017",11193,FALSE,CAIXA,10,CPU (TITO-CX07)
PC,BEMATECH RC 8400,"1,02083001000031E+017",11194,FALSE,CAIXA,10,CPU (TITO-CX08)
PC,BEMATECH RC 8400,"1,02083001000031E+017",11195,FALSE,CAIXA,10,CPU (TITO-CX09)
PC,BEMATECH RC 8400,"1,02083001000031E+017",11196,FALSE,CAIXA,10,CPU (TITO-CX10)
PC,BEMATECH RC 8400,"1,02083001000013E+017",11200,FALSE,CAIXA,10,CPU (TITO-CX11)
PC,BEMATECH RC 8300,"1,02081008E+017",S/N,FALSE,CAIXA,10,CPU (TITO-CX12)
PC,BEMATECH RC 8400,"1,02081001000031E+017",11197,FALSE,CAIXA,10,CPU (TITO-CX14)
PC,BEMATECH RC 8400,"1,02083001000031E+017",S/N,FALSE,CAIXA,10,CPU (TITO-CX13)
PC,BEMATECH RC 8400,"1,02083001000031E+017",S/N,FALSE,CAIXA,10,CPU (TITO-CX15)
PC,BEMATECH RC 8400,"1,02083001000031E+017",S/N,FALSE,CAIXA,10,CPU (TITO-CX16)
PC,BEMATECH RC 8400,S/N,S/N,FALSE,CAIXA,10,CPU (TITO-CX17)
PC,BEMATECH RC 8300,"1,02081008E+017",S/N,FALSE,CAIXA,10,CPU (TITO-CX18)
PC,BEMATECH RC 8300,"1,02081008E+017",S/N,FALSE,CAIXA,10,CPU (TITO-CX20)
LEITOR,SYMBOL LI4278,1620300501218,S/N,FALSE,CAIXA,10,LEITOR CAIXA 01  (TITO-CX01)
LEITOR,SYMBOL LI4278,1303600501168,S/N,FALSE,CAIXA,10,LEITOR CAIXA 02 (TITO-CX02)
LEITOR,SYMBOL LI4278,1213600504821,S/N,FALSE,CAIXA,10,LEITOR CAIXA 03 (TITO-CX03)
LEITOR,SYMBOL LI4278,1321100607580,S/N,FALSE,CAIXA,10,LEITOR CAIXA 04 (TITO-CX04)
LEITOR,SYMBOL LI4278,S/N,S/N,FALSE,CAIXA,10,LEITOR CAIXA 05 (TITO-CX05)
LEITOR,SYMBOL LI4278,1320900506692,S/N,FALSE,CAIXA,10,LEITOR CAIXA 06 (TITO-CX06)
LEITOR,SYMBOL LI4278,1034200503843,S/N,FALSE,CAIXA,10,LEITOR CAIXA 07 (TITO-CX07)
LEITOR,SYMBOL LI4278,S/N,S/N,FALSE,CAIXA,10,LEITOR CAIXA 08 (TITO-CX08)
LEITOR,SYMBOL LI4278,S/N,S/N,FALSE,CAIXA,10,LEITOR CAIXA 09 (TITO-CX09)
LEITOR,SYMBOL LI4278,S/N,S/N,FALSE,CAIXA,10,LEITOR CAIXA 10 (TITO-CX10)
LEITOR,SYMBOL LI4278,S/N,S/N,FALSE,CAIXA,10,LEITOR CAIXA 11 (TITO--CX11)
LEITOR,SYMBOL LI4278,1303500500248,S/N,FALSE,CAIXA,10,LEITOR CAIXA 12 (TITO-CX12)
LEITOR,SYMBOL LI4278,1321100600045,S/N,FALSE,CAIXA,10,LEITOR CAIXA 13 (TITO-CX13)
LEITOR,SYMBOL LI4278,1616100603718,S/N,FALSE,CAIXA,10,LEITOR CAIXA 14 (TITO-CX14)
LEITOR,SYMBOL LI4278,S/N,S/N,FALSE,CAIXA,10,LEITOR CAIXA 15 (TITO-CX15)
LEITOR,SYMBOL LI4278,1320900506621,S/N,FALSE,CAIXA,10,LEITOR CAIXA 16 (TITO-CX16)
LEITOR,SYMBOL LI4278,1303600501436,S/N,FALSE,CAIXA,10,LEITOR CAIXA 17 (TITO-CX17)
LEITOR,SYMBOL LI4278,1321200600102,S/N,FALSE,CAIXA,10,LEITOR CAIXA 18 (TITO-CX18)
LEITOR,SYMBOL LI4278,1303600501439,S/N,FALSE,CAIXA,10,LEITOR CAIXA 19 (TITO-CX19)
LEITOR,SYMBOL LI4278,8126000500464,S/N,FALSE,CAIXA,10,LEITOR CAIXA 20 (TITO-CX20)
BALANCA,TOLEDO PRIX 5 PLUS,12044683,S/N,FALSE,FATIADOS,10,BALANCA 01 WEB (TITO - FATIADOS)
BALANCA,TOLEDO PRIX 5,12044692,S/N,FALSE,ACOUGUE,10,BALANCA 02 WEB (TITO - ACOUGUE)
BALANCA,TOLEDO PRIX 5,10334466,180069,FALSE,HORTIFRUTI,10,BALANCA 03 WI-FI (TITO-HOTIFRUTI)
BALANCA,TOLEDO PRIX 5 PLUS,12004468,S/N,FALSE,PREPARO ACOUGUE,10,BALANCA 09 WEB (TITO - PREPARO ACOUGUE)
BALANCA,TOLEDO PRIX 5 PLUS,11048903,S/N,FALSE,PADARIA,10,BALANCA 05 WI-FI (TITO- PADARIA)
BALANCA,TOLEDO PRIX 5,10334461,S/N,FALSE,HORTIFRUTI,10,BALANCA 06 WI-FI (TITO HOTIFRUTI)
BALANCA,TOLEDO PRIX 5 PLUS,10334460,180066,FALSE,ACOUGUE,10,BALANCA 07 WI-FI (TITO - ACOUGUE)
BALANCA,TOLEDO PRIX 5 PLUS,12045632,S/N,FALSE,PREPARO FATIADOS,10,BALANCA 08 (TITO - PREPARO FATIADOS)
BALANCA,TOLEDO PRIX 5,12034463,S/N,FALSE,CONGELADOS,10,BALANCA 09 WI-FI (TITO - CONGELADOS)
LEITOR,LEITOR LI 180,1702001342,,FALSE,CAIXA,32,DESTINO DO CHURRASQUEIRO
MONITOR,AOC E1670SW,KQUHCXA004805,,FALSE,CAIXA,32,DESTINO DO CHURRASQUEIRO
BUSCA PRECO,GERTEC TC 506,040912171016981-7,140219,FALSE,SALAO,10,BUSCA PRECO (TITO-CORREDOR BISCOITOS)
MONITOR,MONITOR MATSUI,245ARKW0000TNPVJ0067D,S/N,FALSE,CAIXA,10,MONITOR CAIXA 01 (TITO-CX01)
MONITOR,MONITOR MATSUI,171ARKW0000GTNPVJ004R,S/N,FALSE,CAIXA,10,MONITOR CAIXA 02 (TITO-CX02)
MONITOR,AOC E1670SW,HPD48IA000161,S/N,FALSE,CAIXA,10,MONITOR CAIXA 03 (TITO-CX03)
MONITOR,MONITOR MATSUI,247ARKW0000GTNPVJ006V,S/N,FALSE,CAIXA,10,MONITOR CAIXA 04 (TITO-CX04)
MONITOR,MONITOR MATSUI,593ARKW0000GTNPVJ00GH,S/N,FALSE,CAIXA,10,MONITOR CAIXA 05 (TITO-CX05)
MONITOR,AOC E1670SW,515ARKW0000GTNPVJ00EB,S/N,FALSE,CAIXA,10,MONITOR CAIXA 06 (TITO-CX06)
MONITOR,MONITOR MATSUI,97ARKW0000GTNPVJ00NP,S/N,FALSE,CAIXA,10,MONITOR CAIXA 07 (TITO-CX07)
MONITOR,MONITOR MATSUI,5ARKW0000GTNPVJ0005D,S/N,FALSE,CAIXA,10,MONITOR CAIXA 08 (TITO-CX08)
MONITOR,MONITOR MATSUI,293ARKW0000GTNPVJ0085,S/N,FALSE,CAIXA,10,MONITOR CAIXA 09 (TITO-CX09)
MONITOR,MONITOR MATSUI,602ARKW0000GTNPVJ00GQ,S/N,FALSE,CAIXA,10,MONITOR CAIXA 10 (TITO-CX10)
MONITOR,MONITOR MATSUI,201ARKW0000GTNPVJ007T,S/N,FALSE,CAIXA,10,MONITOR CAIXA 11 (TITO-CX11)
MONITOR,MONITOR MATSUI,165ARKW0000GTNPV004L,S/N,FALSE,CAIXA,10,MONITOR CAIXA 12 (TITO-CX12)
MONITOR,MONITOR MATSUI,122ARKW0000GTNPV003E,S/N,FALSE,CAIXA,10,MONITOR CAIXA 13 (TITO-CX13)
MONITOR,AOC E1670SW,S/N,S/,FALSE,CAIXA,10,MONITOR CAIXA 14 (TITO-CX14)
MONITOR,MONITOR MATSUI,204ARKW0000GTNPV10050,S/N,FALSE,CAIXA,10,MONITOR CAIXA 15 (TITO-CX15)
MONITOR,LG 16M38-A,604SPVH0F655,S/N,FALSE,CAIXA,10,MONITOR CAIXA 16 (TITO-CX16)
MONITOR,LG 16M38-A,604SPMZ0F643,S/N,FALSE,CAIXA,10,MONITOR CAIXA 17 (TITO-CX17)
MONITOR,MONITOR MATSUI,ARKW0000GTNPVJ002F,S/N,FALSE,CAIXA,10,MONITOR CAIXA 18 (TITO-CX18)
MONITOR,LG 16M38-A,807SPSL12030,S/N,FALSE,CAIXA,10,MONITOR CAIXA 19 (TITO-CX19)
MONITOR,MONITOR GENERICO,BROFCPK075913C25E8M,S/N,FALSE,CAIXA,10,MONITOR CAIXA 20 (TITO-CX20)
ECF,BEMATECH MP 4000 TH FI,BE090910100010012902,90482,FALSE,CAIXA,10,ECF 03  (TITO-CX14)
ECF,BEMATECH MP 4000 TH FI,BE090910100010012699,S/N,FALSE,CAIXA,10,ECF 06 (TITO-CX-06)
ECF,BEMATECH MP 4000 TH FI,BE090910100010012534,S/N,FALSE,CAIXA,10,ECF 01  (TITO-CX09)
ECF,BEMATECH MP 4000 TH FI,BE090910100010012789,90539,FALSE,CAIXA,10,ECF 02  (TITO-CX02)
ECF,BEMATECH MP 4000 TH FI,BE090910100010012882,90498,FALSE,CAIXA,10,ECF 04  (TITO-CX04)
ECF,BEMATECH MP 4000 TH FI,BE090910100010012905,S/N,FALSE,CAIXA,10,ECF 07 (TITO-CX07)
ECF,BEMATECH MP 4000 TH FI,BE090910100010012491,S/N,FALSE,CAIXA,10,ECF 08 (TITO-CX08)
ECF,BEMATECH MP 4000 TH FI,BE090910100010012496,S/N,FALSE,CAIXA,10,ECF 12 (TITO-CX12)
ECF,BEMATECH MP 4000 TH FI,BE090910100010010108,S/N,FALSE,CAIXA,10,ECF 13 (TITO-CX16)
ECF,BEMATECH MP 4000 TH FI,BE090910100010010109,S/N,FALSE,CAIXA,10,ECF 16 (TITO-CX11)
ECF,BEMATECH MP 4000 TH FI,BE090910100010030136,S/N,FALSE,CAIXA,10,ECF 18 (TITO-CX01)
ECF,BEMATECH MP 4000 TH FI,BE090910100010030206,S/N,FALSE,CAIXA,10,ECF 19 (TITO-CX13)
ECF,BEMATECH MP 4000 TH FI,BE091010100010041127,90483,FALSE,CAIXA,10,ECF 20 (TITO-CX15)
ECF,BEMATECH MP 4000 TH FI,BE091010100010041129,S/N,FALSE,CAIXA,10,ECF 21 (TITO-CX10)
ECF,BEMATECH MP 4000 TH FI,BE091710100011210067,S/N,FALSE,CAIXA,10,ECF 22 (TITO-CX18)
ECF,BEMATECH MP 4000 TH FI,BE091710100011210074,S/N,FALSE,CAIXA,10,ECF 23 (TITO-CX19)
ECF,BEMATECH MP 4000 TH FI,BE090910100010010076,S/N,FALSE,CAIXA,10,ECF 15 (TITO-CX03)
IMPRESSORA PRECO,ZEBRA STRIPE S4M00,3508520228,S/N,FALSE,PRECIFICACAO,10,IMP ZEBRA COD BARRAS (TITO-PREC)
IMPRESSORA PRECO,ZEBRA STRIPE S4M00,03C08501304,S/N,FALSE,PRECIFICACAO,10,IMP ZEBRA PRECO  (TITO-PREC)
IMPRESSORA,HP LASERJET M1522NF,BRGS97H04L,S/N,FALSE,RECEPCAO,10,IMP HP  LASERJET M1522NF 
IMPRESSORA CARTAO,ZEBRA P120i,BR12004277,90475,FALSE,RECEPCAO,10,
ECF,BEMATECH MP 4000 TH FI,BE091710100011210076,S/N,FALSE,CAIXA,10,ECF 24 (TITO-CX20)
LEITOR,SYMBOL LS7708,1401600504933,S/N,FALSE,PRECIFICACAO,10,LEITOR PRECIFICACAO (TITO-PREC)
COLETOR,MOTOROLA MC 3090,10164521105419,1450038,FALSE,RM,10,COLETOR TITO
COLETOR,MOTOROLA MC 3090,10164521100539,1450035,FALSE,RM,10,COLETOR TITO
COLETOR,MOTOROLA MC 3090,59332521103465,1450088,FALSE,RM,10,COLETOR TITO
MONITOR,AOC E1670SW,KQUHCXA004233,,FALSE,CAIXA,32,DESTINO DO CHURRASQUEIRO
MONITOR,"AOC 14""",S380AIA003440,-,FALSE,CAIXA,11,
MONITOR,"AOC 14""",S380AIA003464,-,FALSE,CAIXA,11,
MONITOR,"AOC 14""",S380AIA003458,-,FALSE,CAIXA,11,
MONITOR,"AOC 14""",S380AIA003427,-,FALSE,CAIXA,11,
MONITOR,"AOC 14""",S380AIA003456,-,FALSE,CAIXA,11,
PC,DELL OPTIPLEX 360,RQCNMR1,S/N,FALSE,RECEPCAO,10,CPU (TITO-RECEP02)
PC,DELL OPTIPLEX 380,7NC7GM1,10562,FALSE,RECEPCAO,10,CPU (TITO-RECEP01)
PC,DELL OPTIPLEX 360,FPCNMK1,S/N,FALSE,FRENTE DE CAIXA,10,CPU (TITO-FRENTECX)
PC,DELL OPTIPLEX 380,GMC7GM1,S/N,FALSE,RM,10,CPU (RMBKP)
PC,DELL OPTIPLEX 360,8PCNMK1,10546,FALSE,RM FISCAL,10,CPU (TITO-RM03)
PC,DELL OPTIPLEX 360,JPCNMK1,1054,FALSE,RM FISCAL,10,CPU (TITO-RMFISC)
MONITOR,MONITOR GENERICO,BR0G347H07591978MNH,30331,FALSE,RECEPCAO,10,MONITOR (TITO-RECEP01)
MONITOR,MONITOR GENERICO,BR0G347H0759197911CH,30313,FALSE,RECEPCAO,10,MONITOR (TITO-RECEP02)
MONITOR,DELL 1708FTP,BR0G347H0759197802HH,30306,FALSE,FRENTE DE CAIXA,10,MONITOR (TITO-FRENTECX)
MONITOR,DELL E157FPC,BR0G347H07591978DXDH,30323,FALSE,RM,10,MONITOR (RM-BKP)
MONITOR,MONITOR GENERICO,BR0G6347H0759197802H,303319,FALSE,RM FISCAL,10,MONITOR (TITO-RM03)
MONITOR,MONITOR GENERICO,BR0G347H07591979045H,30884,FALSE,RM FISCAL,10,MONITOR (RM-FISC)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 03 (TITO-CX03)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 01 (TITO-CX01)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 02 (TITO-CX02)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 04 (TITO-CX04)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 05 (TITO-CX05)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 06 (TITO-CX06)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 07 (TITO-CX07)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 08 (TITO-CX08)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 09 (TITO-CX09)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 10 (TITO-CX10)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 11 (TITO-CX11)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 12 (TITO-CX12)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 13 (TITO-CX13)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 14 (TITO-CX14)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 15 (TITO-CX15)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 16 (TITO-CX16)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 17 (TITO-CX17)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 18 (TITO-CX18)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 19 (TITO-CX19)
GAVETA,GAVETA BEMATECH,S/N,,FALSE,CAIXA,10,GAVETA CAIXA 20 (TITO-CX20)
MONITOR,"AOC 14""",S380AIA003431,-,FALSE,CAIXA,11,
BUSCA PRECO,GERTEC TC 506,004140819202908-6,140131,FALSE,SALAO,10,BUSCA PRE?O (TITO-CORREDOR FRIOS )
BUSCA PRECO,GERTEC TC 506,040912171016977-3,140218,FALSE,SALAO,10,BUSCA PRECO (TITO-CORREDOR SUCOS )
BUSCA PRECO,GERTEC TC 506,414012320002932,140130,FALSE,SALAO,10,BUSCA PRECO (TITO-HORTIFRUTI)
BUSCA PRECO,GERTEC TC 506,040911150102829-3,140129,FALSE,SALAO,10,BUSCA PRE?O (TITO-HORTIFRUT)
BUSCA PRECO,GERTEC TC 505,2090204987,140025,FALSE,SALAO,10,BUSCA PRECO
BUSCA PRECO,GERTEC TC 505,2090205055,140026,FALSE,SALAO,10,BUSCA PRECO
BUSCA PRECO,GERTEC TC 505,2101253512,140028,FALSE,SALAO,10,BUSCA PRECO
MONITOR,DELL E157FPC,06347H07591978OXEH,30314,FALSE,GERENCIA,10,MONITOR PC (TITO-GER01)
MONITOR,DELL E1913C,0X234R0759103V4A5L,30324,FALSE,CALLCENTER,10,MONITOR PC (TITO-CALLCENTER)
MONITOR,DELL E1913C,0X234R0759103V4AKL,30321,FALSE,CALLCENTER,10,MONITOR PC (TITO-CALLCENTER)
MONITOR,DELL E1913C,0X234R0759103V4ALL,30308,FALSE,CALLCENTER,10,MONITOR PC (TITO-CALLCENTER)
MONITOR,DELL E1913C,0X234R0759103V4ARL,30336,FALSE,CALLCENTER,10,MONITOR PC (TITO CALL CENTER)
PC,PC GENERICO,S/N,S/N,FALSE,SOE,10,CPU (TITO-BKP)
PC,PC GENERICO,S/N,S/N,FALSE,TESOURARIA,10,CPU (TITO-TESOU)
PC,DELL OPTIPLEX 360,HQCNMK1,S/N,FALSE,TESOURARIA,10,CPU (TITO-TESOU2)
MONITOR,MONITOR DELL 15POL,BR0G347H0759197907CH,30332,FALSE,SOE,10,MONITOR SOE (TITO-BKP)
MONITOR,MONITOR DELL 15POL,BR0G347H075919790DXH,30311,FALSE,TESOURARIA,10,MONITOR TESOURARIA (TITO-TESOU)
LEITOR,LEITOR SYMBOL LS4000i COM FIO,S/N,S/N,FALSE,SOE,10,LEITOR SOE (TITO-BKP)
IMPRESSORA,HP LASERJET M1212NF,BRJSF6R03L,S/N,FALSE,RM,10,IMP HP LASERJET M1212NF (RM)
IMPRESSORA,HP LASERJET M1212NF,BRGFC5V306,80592,FALSE,RM FISCAL,10,IMP HP LASERJET M1212NF (RM FISCAL)
IMPRESSORA,HP LASERJET M1132NF,BRGFD6500T,90634,FALSE,TESOURARIA,10,IMP HP LASERJET M1132NF (TITO-TESOU2)
PC,BEMATECH RC 8300,1081008000000029,10753,FALSE,CAIXA,2,
COLETOR,MOTOROLA MC 3090,"S7352521101419
",145.20.0070,FALSE,RM,20,C02F20
COLETOR,MOTOROLA MC 3090,"S1022952112066
",145.20.0071,FALSE,RM,20,C04F20
COLETOR,MOTOROLA MC 3090,"S10320521102187
",145.20.0072,FALSE,RM,20,C01F20
COLETOR,MOTOROLA MC 3090,"S7352521102557
","145.20.0073
",FALSE,RM,20,C03F20
PC,DELL OPTIPLEX 360,JQCNMK1,S/N,FALSE,GERENCIA,10,PC- GERENCIA
SERVIDOR,DELL OPTIPLEX 3020,3X2N862,10718,FALSE,CPD,11,
SERVIDOR,DELL OPTIPLEX 3020,CS08G22,10072,FALSE,CPD,11,
PROJETOR,DELL PROJETOR 1450,HG7YDK2,,FALSE,TREINAMENTO,22,PROJETOR TREINAM JJ
PC,HP COMPAQ 300B MT,BRG050G86B,10232,FALSE,CAIXA,11,
PC,HP COMPAQ 300B MT,BRG045G5VG,10233,FALSE,CAIXA,11,
ECF,BEMATECH MP 4000 TH FI,BE090910100010012328,90502,FALSE,CAIXA,0,
PC,HP COMPAQ 300B MT,BRG050G85V,10234,FALSE,CAIXA,11,
ECF,BEMATECH MP 4000 TH FI,BE091410100011210045,90774,FALSE,CAIXA,0,
ECF,BEMATECH MP 4000 TH FI,BE091410100011248916,90325,FALSE,TRUE,18,
PC,HP COMPAQ 300B MT,BRG045G5VK,10235,FALSE,CAIXA,11,
ECF,BEMATECH MP 4000 TH FI,BE091410100011248865,90326,FALSE,TRUE,18,
MONITOR,SAMSUNG 733MW,CM17HXIS901487X,30257,FALSE,RECEPCAO,2,
PC,HP COMPAQ 300B MT,BRG045G5RT,10236,FALSE,CAIXA,11,
PC,HP COMPAQ 300B MT,BRG050G83W,10237,FALSE,CAIXA,11,
MONITOR,DELL E170SC,BR0Y603M0759109R0QGL,,FALSE,FRENTE DE CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE091410100011248833,90328,FALSE,TRUE,18,
ECF,BEMATECH MP 4000 TH FI,BE091410100011248912,90301,FALSE,CAIXA,18,
PC,HP COMPAQ 300B MT,BRG042FXYD,10242,FALSE,CAIXA,11,
ECF,BEMATECH MP 4000 TH FI,BE091510100011252752,90302,FALSE,CAIXA,18,
PC,HP COMPAQ 300B MT,BRG050G85T,10244,FALSE,CAIXA,11,
MONITOR,DELL E170SC,BR0M49GV0759117T5FKL,,FALSE,FRENTE DE CAIXA,2,
ECF,BEMATECH MP 4000 TH FI,BE000000001812835528,90329,FALSE,TRUE,18,
ECF,BEMATECH MP 4000 TH FI,BE091510100011252702,90303,FALSE,CAIXA,18,
ECF,BEMATECH MP 4000 TH FI,BE091510100011252687,90304,FALSE,CAIXA,18,
PC,HP COMPAQ 300B MT,BRG045G5RD,10245,FALSE,CAIXA,11,
